id,user_id,role,feature,benefit,application_domain,application_domain_other,tags,created_at,show_other,duplicate_of
853,142,"home owner","my smart home to notify me whenver water is leaking from a faucet","I don't waste water and get a big bill.",Energy,,"water, leaks","2015-12-28 00:10:47",1,0
854,141,"pet owner","to monitor my pets health problem automatically with detecting device  ","i can save my pets life",Safety,,"petsafety ","2015-12-28 00:10:49",1,0
855,142,"home occupant","my heated floors to turn on at 6:45 am ","they are heated once I get out of my morning shower.",Other,comfort,"heat, timer, morning","2015-12-28 00:12:00",1,0
856,136,"home occupant","to be able to control the brightness of my rooms and turn off automatically when I leave the room","I can save on energy costs",Energy,,"bulbs, save energy","2015-12-28 00:12:54",1,0
857,145,"home occupant","a machine operated bed ","I could move around while in bed",Other,Convenience,"bed, moveable","2015-12-28 00:12:55",1,0
858,142,"home occupant","to be alerted when someone enters my property","I can be aware of someone approaching.",Safety,,"property, strangers","2015-12-28 00:12:56",1,0
859,144,"home occupant","my mail to be automatically taken into the house, and sorted by relevance and type","I can ignore junk mail",Other,Productivity,"Mail, Bills","2015-12-28 00:13:05",1,0
860,142,"home owner","to be alerted when my energy usage appropaches an amount I set for the month","I can lower my bill.",Energy,,"electricity, bills","2015-12-28 00:13:37",1,0
861,141,parent,"my kids internet and home works should be monitored with the help of my mobile phones","i can control them from work",Entertainment,,"kids control","2015-12-28 00:13:41",1,0
862,145,"home occupant","A device to wash stove and tables","I wouldnt have to wash",Energy,,"wash, device","2015-12-28 00:14:01",1,0
863,144,"home occupant","surfaces to automatically detect and report sanitation levels in real time","I know what I really need to clean and when",Health,,"Cleaning, Chores","2015-12-28 00:14:31",1,0
864,146,"home occupant","my smart home's showers to automatically adjust to my desired water temperature","I'm not wasting water or time trying to find it",Entertainment,,"shower, temperature, convience","2015-12-28 00:14:53",1,0
865,144,"home occupant","a television playlist to automatically be generated from my streaming services, based on likes and recommendations","view a sequence of shows I enjoy, and will enjoy, without lifting a finger",Entertainment,,Television,"2015-12-28 00:16:02",1,0
866,145,"home occupant","projected figure to assist me with a click of a remote","i could get any help i need in any room",Other,assistance,"assistant, projection","2015-12-28 00:16:12",1,0
867,146,"home occupant","a feature to locate commonly misplaced items, phones, glasses, wallets, keys","I can easily locate them",Entertainment,,"lostphone, convience","2015-12-28 00:16:19",1,0
868,145,"home occupant","solar windows","I could save energy",Energy,,"energy, solar","2015-12-28 00:16:45",1,0
869,136,parents,"to have high resolution and night vision camera for my baby","I know the second my baby is up and moving",Safety,,"camera, night vision","2015-12-28 00:17:10",1,0
870,147,occupant,"an oven that automatically sets the temperature and cooking time","cooking can be optimized.",Other,cooking,"food, welldone","2015-12-28 00:17:41",1,0
871,146,daughter,"my smart home to have a phrase that my mother can say if she ever needs help","She can easily get assistance if she has a medical emergency",Health,,medicalemergencies,"2015-12-28 00:17:54",1,0
872,141,parent,"to know how my kids are in their schools and how their classes are going on live","i know how they study ",Safety,,"kids study ","2015-12-28 00:18:03",1,0
873,146,"pet owner","to be able to check in with my pets via video and voice","I can rest assured that they are okay throughout the day",Safety,,,"2015-12-28 00:18:49",1,0
874,147,"home owner","smart locks","small children cannot get into cabinets",Safety,,"cabinets, safety, poison.","2015-12-28 00:18:49",1,0
875,136,"home occupant","to be able to monitor carbon monoxide levels","it is safe inside the house",Safety,,"monitor, safety","2015-12-28 00:18:57",1,0
876,145,"home occupant","face recognizing software","the house would unlock when they see you",Safety,,"privacy, recognition","2015-12-28 00:19:26",1,0
877,147,cook,"LED touchscreen displays","cooking can be optimized.",Other,cooking,food,"2015-12-28 00:20:08",1,0
878,146,"home occupant","lights that automatically dim and shut off, after there is no movement in the room for a period of time","I can conserve energy",Energy,,"lights, off","2015-12-28 00:20:10",1,0
879,136,"home occupant","to play my favorite music wirelessly ","I can enjoy without having to move",Entertainment,comfort,"music, wireless","2015-12-28 00:20:12",1,0
880,141,"home owner","my daily purchase of home needs monitored and done automatically with the help of mobile application ","i can save time",Energy,,savetime,"2015-12-28 00:20:23",1,0
881,144,parent,"the chore board to be manageable by my smartphone, to send notifications to my children, and to lock them out from certain activities on their smartphones before the chores have been completed and verified by me","the kids do their chores",Other,Parenting,Chores,"2015-12-28 00:20:32",1,0
882,145,"home occupant","house cookerchef","the house could make your own food for you. ",Other,food,"food, chef","2015-12-28 00:20:33",1,0
883,147,"home owner","gourmet recipe banks in the ovens","i never go hungry",Other,food,"food, cooking, hungry.","2015-12-28 00:20:46",1,0
884,146,"home occupant","my smart home to alert my family when there is bad weather approaching","they can take the necessary steps to stay safe",Safety,,weather,"2015-12-28 00:21:10",1,0
885,136,"home occupant","to listen to the latest NFL scores","I am up to date. ",Entertainment,,"sports, news","2015-12-28 00:21:22",1,0
886,147,"home owner","a thermostat that can be controlled from my smartphone","im never cold or hot",Energy,,"temperature, smart","2015-12-28 00:21:38",1,0
887,145,"home occupant","voice recognition software","so only I could ask for demands from the house ",Safety,,"voice, recognition","2015-12-28 00:21:55",1,0
888,147,"home owner","optimized lighting system","people think we are home",Safety,,"theft, safety","2015-12-28 00:22:15",1,0
889,145,"home occupant","Handprint recognition on the front door","I wouldnt need keys in case the face recognition isnt working right",Safety,,"safety, handprint","2015-12-28 00:23:05",1,0
890,147,"home owner","light bulbs that double down as speakers","i can listen to music in cool places",Entertainment,,"music, sound, light","2015-12-28 00:23:06",1,0
891,136,"home occupant","to have feedback on my brushing technique","I have healthy teeth",Health,,toothbrush,"2015-12-28 00:23:19",1,0
892,147,"home owner","fridge with a built in cooling system","food stays fresh longer",Health,,"food, temperature","2015-12-28 00:23:44",1,0
893,145,"home occupant","a feature in the fridge that states when we are running low on items","i would know when to buy more",Energy,,"fridge, items","2015-12-28 00:23:50",1,0
894,147,"home owner","an alarm system that i can monitor anywhere","i can make sure everyone is safe",Safety,,"robbery, home","2015-12-28 00:24:22",1,0
895,144,"home occupant","my walls to display concert footage, automatically adjust acoustics of the room for optimal sound, and display light effects","I can attend simulated concerts at home",Entertainment,,"Concerts, Music","2015-12-28 00:24:25",1,0
896,141,"home owner","to know the weather condition automatically to my mobile ","i can know how should i travel to my office ",Safety,,"weather safety ","2015-12-28 00:25:01",1,0
897,147,"home owner","motion sensors","i can track movement",Other,theft,"monitoring, high tech","2015-12-28 00:25:13",1,0
898,144,"home occupant","a virtual inventory of my closet, and daily suggestions for outfits from paid fashionistas online","I know what to wear every day",Other,Fashion,"Fashion, Outfits","2015-12-28 00:26:26",1,0
899,141,"home owner","store and control rain water and water all my plants with the help of technology ","i save water and plants",Energy,,"rainwater ","2015-12-28 00:26:41",1,0
900,146,"home occupant","a feature for dimmed lighting and soft music","I can relax and enjoy my downtime without much effort",Entertainment,,downtime,"2015-12-28 00:27:04",1,0
901,144,parent,"monitoring software that detects nudity, drug use, and foul language and sends me live footage when it occurs","I know my children are safe and behaving",Other,Parenting,Monitoring,"2015-12-28 00:28:03",1,0
902,146,"home occupant","televisions that are made into the house, without cords showing","there is less mess and less danger for children",Safety,,"no cords, no clutter","2015-12-28 00:28:11",1,0
903,146,"home occupant","a built in ""SIRI"" like assistant","i can easily organize all events, without having to keep up with a planner, and ask random questions to",Entertainment,,,"2015-12-28 00:29:15",1,0
